project,woodpecker,parasite,butterfly,rodent,mouse,seed,small-mamal,mammal,weed,herb,avian,fish,bird,amphibian,bat,frog,rat,insect,mussel,vegetation,plant,tree,shrub,veligers,pikeminnow,sootywing,bacteria,tanager,warbler,cow-bird,willow,quailbush,cedar,mesquite,arrowweed,cottonwood,cottonwood-willow,razorback,rasu,flannelmouth,yellow-billed,humpback,chub,bonytail,rainbow,trout,catfish,bass,cuckoo,owl,elf-owl,woodpecker,warbler,flycatcher,tanger,flicker,vireo,grackel,quail,blackbird,starling,dove,adult,juvenile,larvae,larval,breeder,migrants,waterbirds,shorebirds,phytoplankton,zooplankton,plankton,copepod,rotifer,cladoceran,cyanobacteria,bacillariophyta,chlorophyta,cryptophyta,pyrrohyta,milkvetch,buckwheat,rail,clapper,chairmaker,bulrush,cattail,phragmites,threesquare,Choeronycteris mexicana,leptonycteris,myotis,parastrellus,eptesicus,lasiuru,euderma,idionycteris,antrozous,tadarida,nyctinomops,eumops,xyrauchen,leaf-nose,empidonax,coccyzuz,saltcedar,saltgrass,desertbloom,tamarisk,catostomus,gila,laterallus,rallus,ixobrychus,colaptes,sigmodon,deciduous,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,estury,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,snag,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,field-trapped,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,wire-coded,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,batymetric,limnological,turbidity,sur,hydrophone,cover,harp,guano,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,buckets,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,densiometer,point-intercept,survey,singing,display,search,grid-search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,microscopy,microscopic,staining,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,orthophosphorous,ammonia,formalin,salinity,nitrate,nitrite,ph,acid,alkaline,acidity,alkalinity,arsenic,selenium,nitrate-nitrate,conductivity,biomass,pozzolan,lassenite,humidity
e3,22,0,0,0,0,16,0,7,0,0,50,52,21,0,100,0,0,0,0,157,45,30,13,0,0,0,0,14,0,0,163,0,0,116,3,77,58,0,0,0,77,0,0,0,0,0,0,0,67,14,0,22,0,113,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,5,0,166,24,84,0,14,8,0,0,5,6,4,0,0,0,0,0,30,4,6,0,0,0,0,0,79,0,0,0,0,0,11,6,0,0,62,24,0,131,4,0,0,0,0,0,30,0,24,0,12,0,5,0,0,0,0,0,0,110,12,80,60,30,6,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,90,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,26,0,0,0,0,138,0,0,46,0,0,23,0,38,90,0,7,0,0,0,3,0,0,8,0,61,0,0,72,22,24,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,258,20,15,0,0,0,0,84,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
e4,0,0,0,0,23,21,0,25,28,0,55,81,51,0,197,0,11,0,0,347,113,85,24,0,0,39,0,0,22,0,214,0,0,151,0,99,100,0,0,0,56,0,0,0,0,0,0,0,56,0,0,0,22,81,0,0,0,0,9,12,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,332,97,184,0,17,84,0,0,46,25,0,0,0,0,0,0,146,17,17,0,0,0,23,0,104,0,0,0,0,19,12,47,0,0,64,0,0,374,30,0,0,0,0,0,27,0,66,0,0,22,0,0,0,0,0,0,0,295,0,248,121,124,0,0,20,0,24,0,0,0,0,0,5,0,0,0,0,22,0,0,22,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,234,0,0,0,0,382,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,0,0,0,0,509,0,0,55,0,0,20,0,67,382,13,18,0,0,0,31,0,0,42,45,69,0,0,0,49,0,0,0,0,0,0,0,0,34,13,19,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,539,52,25,0,0,0,0,89,0,0,0,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5,0,0,0,0,0,16,0,0,32,0,107,71,68,0,320,0,0,13,0,274,162,114,31,0,0,24,4,0,48,0,229,0,5,82,0,77,117,0,0,0,62,0,0,0,0,0,0,0,56,0,0,0,48,87,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,26,0,0,0,0,20,0,0,0,322,109,296,0,0,48,0,9,52,27,0,0,0,0,0,0,62,13,0,0,0,0,0,0,190,0,0,0,0,0,25,60,0,0,78,0,0,331,38,0,11,0,0,0,31,0,295,0,0,36,29,0,0,0,0,0,0,276,0,491,117,67,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,246,0,0,0,0,374,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,505,0,0,78,0,0,0,0,96,374,0,45,0,0,0,30,5,0,56,0,84,0,0,0,44,0,0,6,0,0,0,0,0,0,43,51,0,0,0,0,0,99,0,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,230,0,0,0,0,491,0,0,0,0,0,0,133,0,0,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,45,27,19,0,0,0,0,0,0,0,0,24,0,0,11,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,41,14,30,0,0,11,0,3,3,5,0,0,0,0,0,0,24,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,5,0,49,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,55,0,38,14,41,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,76,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0,0,0,0,0,14,35,9,0,0,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,87,0,4,0,0,79,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8,0,0,0,0,0,828,0,0,19,0,0,14,0,0,0,0,0,0,0,66,106,101,19,0,0,0,0,0,0,0,423,39,0,138,0,366,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,3,0,0,0,0,0,0,0,0,79,28,46,0,0,24,0,16,7,5,0,0,0,0,0,0,127,19,0,6,0,0,0,0,654,6,40,0,0,0,0,0,0,0,120,7,0,477,0,0,0,0,0,0,0,105,20,0,0,24,372,6,0,0,0,0,0,27,0,40,5,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,410,252,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,346,0,0,0,0,88,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,53,0,0,79,0,0,0,0,0,88,0,0,0,0,0,0,0,0,189,12,131,12,0,124,32,64,32,410,9,27,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,9,0,0,0,0,0,0,17,0,0,0,59,3,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,13,252,0,0,0
e9,0,0,0,0,0,7,0,0,0,0,4,69,21,0,0,0,17,0,0,227,78,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,60,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,9,6,5,5,0,12,0,0,0,320,35,123,6,0,28,9,181,13,0,0,516,0,0,0,0,0,31,722,12,0,0,160,0,211,0,0,0,0,29,0,0,9,0,0,0,0,75,0,87,0,0,0,3,0,0,31,0,28,0,0,6,0,0,0,0,0,348,28,180,59,108,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,35,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,31,9,172,0,0,65,0,0,0,0,39,472,0,0,0,0,0,82,0,0,42,0,0,0,0,11,0,12,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,94,0,0,0,0,60,0,0,0,0,297,0,0,0,0,0,0,26,9,0,0,22,14,26,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,18,0,34,0,0,0,0
f1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,554,47,173,0,0,12,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,93,0,798,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2,34,0,0,0,0,0,0,0,0,0,157,45,83,0,0,0,0,0,0,46,0,10,6,0,0,0,0,14,156,0,196,0,4,33,0,33,18,0,0,0,10,0,0,0,0,0,0,0,9,8,0,34,156,155,0,4,28,0,11,39,0,44,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,120,0,175,0,0,51,0,23,9,0,8,0,0,0,0,0,87,54,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,24,0,0,0,19,0,0,0,0,0,0,43,0,85,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,522,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,111,0,7,0,0,154,0,0,38,12,0,56,0,0,522,30,0,0,0,0,0,0,0,0,0,44,0,0,12,0,4,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31,0,0,232,9,12,0,0,0,0,170,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f3,0,0,0,12,59,0,0,80,0,0,0,32,5,0,0,0,86,0,0,42,15,9,0,0,0,0,0,0,0,0,85,10,0,54,29,71,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,480,0,0,0,182,49,116,0,0,36,0,41,73,0,7,0,0,0,0,0,62,91,47,0,0,0,23,0,0,0,0,0,0,3,0,4,0,0,0,43,0,56,0,0,0,0,0,0,0,0,53,0,0,4,31,0,0,0,0,0,0,36,0,183,9,34,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,480,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,96,118,40,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,202,123,106,262,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,0,0,0,0,0,0,0,0,0,0,0,124,9,0,4156,0,0,121,0,42,0,0,0,0,0,0,0,0,0,0,109,0,0,199,0,319,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,28,36,0,0,0,40,33,32,19,0,0,0,0,111,0,0,6,0,16,0,0,0,0,0,0,0,0,700,85,297,0,0,112,0,114,70,11,0,0,0,0,0,0,336,287,50,0,11,47,0,0,10,0,0,0,0,0,0,4,0,0,105,0,0,145,0,0,28,0,0,0,0,0,210,0,338,52,121,0,0,0,0,0,0,63,338,800,58,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,46,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1014,0,0,0,0,0,0,0,0,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,1037,0,0,395,0,0,0,0,343,1014,0,629,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,713,0,0,0,0,0,169,0,0,0,0,0,0,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1012,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,8,0,0,62,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,27,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,44,19,6,0,3,4,0,5,0,8,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,5,0,22,0,0,8,4,0,0,0,0,0,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,0,0,0,15,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
f7,0,0,0,0,0,0,0,0,0,0,0,49,100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,72,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,0,0,0,8,0,50,10,37,0,0,0,0,13,0,0,0,32,0,0,0,0,4,45,161,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,17,0,145,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,114,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fy04,0,0,0,0,0,0,0,0,0,0,0,53,0,0,10,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,17,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,41,0,0,9,0,18,0,0,3,0,0,0,0,0,21,20,5,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,10,12,10,0,0,0,0,0,5,22,10,36,15,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,13,66,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,49,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fy06,4,0,0,0,3,9,0,16,0,0,19,179,25,0,19,14,6,18,0,21,16,0,0,0,0,9,0,0,4,0,65,0,0,9,0,26,0,84,44,10,13,9,14,39,0,0,0,0,13,0,0,4,4,33,0,0,0,0,0,0,0,0,0,7,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,72,0,118,0,0,3,0,31,3,0,17,7,0,0,0,0,58,137,66,4,40,5,0,0,8,0,0,50,0,0,0,0,0,0,0,0,0,8,36,5,0,0,3,0,0,0,9,0,42,32,65,0,0,0,0,0,0,85,42,192,51,203,5,5,12,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,236,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,126,0,0,22,0,0,0,0,41,236,29,0,7,0,0,0,0,0,18,12,0,0,0,4,3,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,0,9,8,6,293,7,0,0,0,0,7,15,26,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
g1,0,0,0,0,0,0,0,0,0,0,0,118,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,47,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,72,0,30,94,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,3,3,0,7,6,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g3,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,122,18,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,104,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
